word,machine,human,label
aggrieved,ibinu,ìbínú,negative
boycotts,boycotts,sátì,negative
succes,awọn aṣeyọri,aṣeyọri,positive
contrasted,idakeji,ìdàkejì,negative
expensive,gbowolori,gbówó lórí,negative
supurbly,supurbly,ti àyíkí,positive
measured,won,won,positive
credit,gbese,gbese,positive
youth,odo,odo,positive
alienate,yapa,yapa,negative
stellar,irawọ,irawọ,positive
flowery,aladodo,aladodo,positive
flourish,gbilẹ,gbilẹ,positive
facilitate,dẹrọ,dẹrọ,positive
long-time,o to ojo meta,pẹ́,negative
misunderstood,gbọye,àìgbọ́yé,negative
suffered,jìyà,jìyà,negative
resourceful,ologbon,ologbon,positive
blameless,alailẹgan,alailẹgan,positive
leeway,leeway,eti to-laye,positive
dreamland,ilẹ ala,ilẹ ala,positive
stingingly,ìkọra,títa,negative
matrimony,igbeyawo,igbeyawo,positive
fictional,airotẹlẹ,airotẹlẹ,negative
chase,lepa,lépa,negative
impaired,alailera,àìlera,negative
butcher,ẹran,apẹran,negative
insult,itiju,ìtìjú,negative
rifle,ibọn,ìbọn,negative
lovelies,awọn ololufẹ,awọn ololufẹ,positive
good,o dara,o dara,positive
joy,ayo,ayo,positive
sag,sag,sàn wálẹ̀,negative
abomination,irira,ìríra,negative
survived,ye,ye,positive
endanger,ewu,ewu,negative
greeting,ikini,ikini,positive
wasteful,egbin,àpà,negative
white,funfun,funfun,positive
intrigue,intrigue,rìkíṣí,negative
bestial,bestial,ẹranko,negative
maximum,o pọju,o pọju,positive
taunts,ṣáátá,àwọn ẹ̀kẹ́gàn,negative
sortie,sortie,ìgbaradì-ọmọ-ológun,negative
bewitch,bewitch,ṣe oògùn si,negative
orchestra,onilu,agbo olorin,positive
problems,awọn iṣoro,àwọn ìṣòro,negative
expired,pari,bàjẹ́,negative
motley,motley,aláràǹbarà,negative
issues,awon oran,àwọn àríyànjiyàn,negative
revolutionizes,revolutionizes,iyipada,positive
relentlessly,lainidi,aláìfàsẹ́yìn,negative
winnable,winnable,se yilọkanpada,positive
diametrically,iwọn ila opin,ìwọn ìlà òpin,negative
intercourse,ajọṣepọ,ajọṣepọ,positive
assassinate,apànìyàn,ìpànìyàn,negative
disasters,ajalu,àjálù,negative
inattention,aibikita,àìfetísílẹ̀,negative
wages,owo osu,owo osu,positive
denounces,awọn ibaniwi,àwọn ìbániwí,negative
blurry,blurry,àìhàn geere,negative
lethal,apaniyan,apànìyàn,negative
uncontrollable,ti ko ni idari,àìlèdarí,negative
moronic,moronic,ìwà òmùgọ̀,negative
backaches,awọn ẹhin,àwọn ìrora ẹ̀hìn,negative
audaciousness,ìgboyà,ìgboyà,negative
congrats,oriire,oriire,positive
lifesaver,igbala,igbala,positive
untitled,ti a ko pe,àìlóyè,negative
exclude,ifesi,ifesi,negative
morsel,onjẹ,òkèlè,negative
martyrdom-seeking,wiwa ajeriku,wíwá ajẹ́rìíku,negative
helper,oluranlọwọ,oluranlọwọ,positive
modern,igbalode,igbalode,positive
momentous,pataki,pataki,positive
orphan,orukan,òrukàn,negative
inferno,inforno,iná-ńlá,negative
queer,alaigbọran,ṣàjèjì,negative
intense,kikankikan,kikankikan,positive
undependable,aiṣedeede,aláìṣégbáralé,negative
unusual,dani,ṣọ̀wọ́n,negative
perpetuation,iwalaaye,ìlọ́lára,negative
questionable,ni ibeere,ní ìbéèrè,negative
rock,apata,apata,positive
strictly,muna,múná,negative
scoop,ofofo,ofofo,positive
dazzle,dazzle,dan manran,positive
lurch,irọra,ìṣípòpadà òjijì,negative
dissenter,alatako,alátakò,negative
devoted,ti yasọtọ,ti yasọtọ,positive
chloroform,chloroform,kílórófọ́mù,negative
pest,kokoro,kòkòrò,negative
thoroughbred,odindi,odindi,positive
strikes,kọlu,kọlù,negative
derided,ṣẹ̀sín,ṣẹ̀sín,negative
choke,pa,pa,negative
moaned,kérora,ìdárò,negative
pharmaceutical,elegbogi,elegbogi,positive
glaringly,glaringly,dídán,negative
harmed,farapa,farapa,negative
conflagration,ijamba,iná,negative
criticized,ti ṣofintoto,ti ṣọ̀fíǹtótó,negative
deflation,imukuro,jíjò,negative
wrinkled,wrinkled,hunjọ,negative
admonition,ikilọ,ìmọ̀ràn,negative
lush,ọti,ọ̀mùtí,negative
teasingly,lasan,ṣẹ̀fẹ̀,negative
beleaguer,beleaguer,bínú,negative
eloquently,daadaa,daadaa,positive
grievous,ibanuje,ìbànújẹ́,negative
downturn,irẹwẹsi,ìrẹ̀wẹ̀sì,negative
forsake,kọ silẹ,kọ̀ sílẹ̀,negative
incredible,alaragbayida,ti ko se gbagbọ,positive
deviate,yapa,yapa,negative
clamor,ariwo,ariwo,negative
liaison,alarina,ìkànsíraẹni,negative
deadweight,apọju,àpọ̀jù,negative
irreparable,irreparable,àìlátúnṣe,negative
fusty,fusty,pẹ́,negative
limits,ifilelẹ lọ,òté,negative
calmness,idakẹjẹ,idakẹjẹ,positive
scratch,họ,họ,negative
curious,iyanilenu,iyanilenu,positive
stationary,adaduro,ìdúróṣinṣin,negative
diatribe,diatribe,ìbanilórúkọ jẹ́,negative
infect,ko arun,kóràn,negative
howl,hu,ké,negative
betrothed,iyawo,afesọna,positive
adder,paramọlẹ,paramọ́lẹ̀,negative
ally,ore,ore,positive
pledge,ògo,ohun eri,positive
halfheartedly,tọkàntọkàn,àìnífarajìn,negative
skeptics,alaigbagbọ,iyèméjì,negative
tanked,tanked,ṣàtúnṣe,negative
attractively,fifamọra,fifamọra,positive
fasting,ãwẹ,àwẹ̀,negative
incredibly,iyalẹnu,iyalẹnu,positive
ill-favored,ti ko ni ojurere,Ohun tí kò dára,negative
gainful,ere,ere,positive
elevate,gbe soke,gbe soke,positive
ay,ay,bẹ́ẹ̀ni,positive
thumbs-up,na ọwọ soke,ku iṣẹ,positive
stuttered,stuttered,kílòlò,negative
diverse,orisirisi,orisirisi,positive
helplessness,ainiagbara,àìlágbára,negative
precisely,gbọgán,gbọgán,positive
defiler,ẹlẹgbin,asọdẹ̀gbin,negative
escape,sa,sa,positive
unquestioned,unquedioned,dajudaju,positive
well-known,daradara-mọ,gbajumọ,positive
scholarship,sikolashipu,sikolashipu,positive
hangs,kọorí,ìdoríkodò,negative
rock-stars,apata-irawọ,àpáta ìràwọ̀,positive
admonished,gbaniran,gbà ní mọ̀ràn,negative
present,wa,wa,positive
pitfall,pitfall,ìṣòro,negative
endemic,gbongbo,àjàkálẹ̀-ààrùn,negative
interment,idawọle,ìsìnkú,negative
convinced,ni idaniloju,ni idaniloju,positive
irresponsible,alaigbọran,kò wúlò,negative
hurting,farapa,farapa,negative
learning,ẹkọ,ẹkọ,positive
heft,heft,gbe,positive
imposition,imisi,ìfipámúni,negative
alarming,itaniji,ìtanijí,negative
chairwoman,alaga,alaga,positive
floored,pakà,ilẹ̀,negative
deprave,ibajẹ,bàjẹ́,negative
premises,agbegbe ile,agbegbe ile,positive
derogatory,ẹlẹgàn,ẹlẹ́gàn,negative
deter,dena,dènà,negative
ambush,ibùba,ibùba,negative
slogging,slogging,gbá pẹ̀lú ìbínú,negative
bumpy,bumpy,ìjálù,negative
distort,daru,dàrú,negative
surpass,julọ,julọ,positive
loved,feran,feran,positive
meddle,dapo,dá sí,negative
engages,olukoni,gba-niṣẹ,positive
respectful,tọwọtọwọ,tọwọtọwọ,positive
fiendish,fiendish,bí èṣù,negative
jitters,jitters,àìfarabalẹ̀,negative
discontinuity,idaduro,ìdádúró,negative
laborious,làálàá,nílàálàá,negative
rig,rig,ṣẹ òjóró,negative
brimstone,imi -ọjọ,òkúta iná,negative
slam,slam,fi ipá tì,negative
avoid,yago fun,yàgò fún,negative
brandy,ọti oyinbo,ọtí,negative
smells,n run,ń rùn,negative
unquestionable,unquestionable,laiṣiyemeji,positive
propaganda,ete,ète,negative
avatar,avatar,àkúdàáyà,positive
weariness,agara,ìdánilágara,negative
disabling,disabling,àìnáǹfàní,negative
mutable,mutable,to yipada,positive
statement,gbólóhùn,gbólóhùn,positive
neglecting,aibikita,gbàgbé,negative
sanctification,mimo,mimo,positive
stopped,duro,dúró,negative
widespread,ni ibigbogbo,ni ibigbogbo,positive
vomited,eebi,bì,negative
promises,awọn ileri,awọn ileri,positive
simplistic,rọrun,rọrùn,negative
guerilla,guerilla,ológun,negative
persevere,farada,farada,positive
speculative,awotẹlẹ,olobó,negative
unilateralism,iṣọkan,àdáṣe,negative
superfluous,apọju,àpọ̀jù,negative
meltdown,yo,yọ́,negative
snappish,fifẹ,ní kíákíá,negative
agilely,agilely,mura giri,positive
royalty,ọba,ọba,positive
humming,humming,kíkùn,negative
infidel,alaigbagbọ,aláìgbàgbọ́,negative
frustrate,ibanuje,dà láàmú,negative
irrationals,irrationals,àìmọ́gbọ́nwá,negative
heathen,keferi,Kèfèrí,negative
toil,làálàá,Ṣe làálàá,negative
erode,erode,parun,negative
aggrivation,ibinu,ìbínú,negative
impassable,airekọja,àìdákọjá,negative
unseemly,ti ko dara,àìbójúmu,negative
affluence,ọlọrọ,ọlọrọ,positive
backwards,arinsehin,ìfàsẹ́yìn,negative
lord,oluwa,oluwa,positive
case,irú,ọ̀ràn,negative
jeopardize,ṣe ewu,ṣe ewu,negative
glimmer,glimmer,mọlẹ baibai,positive
formula,agbekalẹ,agbekalẹ,positive
amity,amity,Ibasepo ọrẹ,positive
deficiencies,aipe,àìpé,negative
smiling,rerin musẹ,n rerin musẹ,positive
outstanding,dayato,dáyátọ̀,negative
idol,òrìṣà,òrìṣà,positive
altercation,altercation,àríyànjiyàn,negative
inviolate,alailagbara,aidibaje,positive
stinks,inrùn,rùn,negative
timidly,pelu itiju,ìbẹ̀rù,negative
snags,snags,ta síta,negative
unchangeable,ko le yipada,àìyípadà,negative
feasible,ṣee ṣe,ṣee ṣe,positive
disillusion,ibanuje,ìtúsílẹ̀ kúrò nínú ìtànjẹ,negative
absent-minded,alaini-lokan,aláìní-lọ́kàn,negative
elimination,imukuro,ìmúkúrò,negative
wastefulness,egbin,àpà,negative
chop,gige,ké,negative
impede,ṣe idiwọ,ṣe ìdíwọ́,negative
strategist,ogbon,eni ẹtan,positive
lighthouse,ile ina,ile ina,positive
angriness,ibinu,ìbínú,negative
indictment,ẹsun,ìfisùn,negative
repetitive,atunwi,àtúnwí,negative
inaudible,alaigbọran,àìlègbọ́,negative
ultimatum,ultimatum,ìparí ìpinu,negative
frazzled,frazzled,gbẹ,negative
tenderness,tutu,ìkẹ́ra,negative
break-up,ya kuro,yà,negative
stigmatize,abuku,àbùkù,negative
slayer,apaniyan,apànìyàn,negative
prodigal,oninaku,oninakuna,positive
placid,placid,lalafia,positive
ungodly,alaiwa -bi -Olorun,aláìbẹ̀ru-ọlọ́run,negative
servant,iranṣẹ,ìránṣẹ́,negative
enjoy,gbadun,gbadun,positive
devilment,esu,ìwà bí èṣù,negative
utopian,utopian,ibi ti ǹkan ti dọ́gba,positive
convenience,wewewe,dẹrun,positive
scandalize,sikandali,ìbanilọ́kànjẹ́,negative
fondly,pelu ife,pelu ife,positive
crazily,iyalenu,ìṣiwèrè,negative
rescues,awọn igbala,awọn igbala,positive
hatefulness,ikorira,ìkórìíra,negative
imperil,imperil,ìjàmbá,negative
numbness,numbness,àìṣiṣẹ́-ẹ̀ya-ara,negative
deceased,oku,òkú,negative
kooky,kooky,ìṣiwèrè,negative
interfere,dabaru,dá sí,negative
temper,ibinu,ìbínú,negative
plunge,rì,ìwẹ-odò,negative
plated,palara,ìfirinbò,negative
stump,kùkùté,kùkùté,negative
snubbing,yiya,gbájú,negative
unemployed,alainiṣẹ,aláìníṣẹ́,negative
household,ìdílé,ìdílé,positive
embittered,kikoro,kikoro,negative
impolitic,impolitic,àìgbọ́n,negative
rekindle,rekindle,mu sọji,positive
cocaine,kokeni,ògun-olóró,negative
lost,sọnu,sọnù,negative
truth,otitọ,otitọ,positive
attack,kolu,kọlù,negative
shithead,shithead,shithead,negative
masterful,ọlọgbọn,ọlọgbọn,positive
extermination,ìparun,ìparun,negative
non-violent,ti kii ṣe iwa-ipa,ti kii ṣe iwa-ipa,positive
deceitful,arekereke,àrékérekè,negative
insightful,awotunwo,awotunwo,positive
blockhead,ori -ori,orí tó dí,negative
deficiency,aipe,àìpé,negative
pet,ọsin,kẹ́,negative
showdown,iṣafihan,ìṣàfihàn,negative
ineloquent,aiṣedeede,aláìjágeere,negative
wart,wart,ẹ̀so,negative
poetic,ewì,ewì,positive
imprecise,aiṣedeede,àìṣedéédé,negative
restructure,atunto,atunto,positive
apprehensively,ni itara,ní ìtara,negative
wanton,ifẹkufẹ,ìfẹ́kúfẹ̀,negative
distains,distains,bàjẹ́,negative
disown,sẹ,kọ̀,negative
manageable,ṣakoso,ṣakoso,positive
harshly,lile,lile,negative
applauding,iyin,n yin,positive
debauch,debauch,bàjẹ́,negative
fabricate,pa irọ,Pa irọ́,negative
cruciate,agbelebu,àgbélèbú,negative
significant,pataki,pataki,positive
foreigner,alejò,àlejò,negative
cradle,jojolo,jojolo,positive
outhouse,outhouse,ilé-ìgbẹ́,negative
haze,owusu,òwusu,negative
princely,ọmọ -alade,ọmọ -alade,positive
cancerous,akàn,àrùn jẹjẹrẹ,negative
energetic,funnilokun,funnilokun,positive
blah,blah,àìnítumọ̀,negative
masculine,akọ,akọ,positive
ghostly,iwin,iwin,negative
frazzle,frazzle,gbẹ,negative
nettlesome,nettlesome,ẹlẹ́gùn-ún,negative
pestilence,ajakale -arun,àjàkálẹ̀-àrùn,negative
smoothes,didan,didan,positive
fud,irọrun,bẹ̀rù,negative
inadvisable,inadvisable,àìmọ́gbọ́ndání,negative
compatible,ibaramu,ibaramu,positive
incessantly,ailopin,àìlópin,negative
conductivity,elekitiriki,elekitiriki,positive
gladly,inu didun,inu didun,positive
dislocated,dislocated,yọ kúrò,negative
disadvantages,alailanfani,aláìláǹfààní,negative
veto,veto,ìbọ̀-ẹ̀kọ̀,negative
stately,ọlọla,ọlọla,positive
overpriced,gbowolori,gbówó lórí,negative
revert,tun pada,tún padà,negative
spat,tutọ,tutọ́,negative
jailed,ewon,ẹ̀wọ̀n,negative
matters,awọn nkan,awọn nkan,positive
menial,kekere,kékeré,negative
pleases,wù,wù,positive
banishment,ifilọlẹ,ifilọlẹ,negative
complexity,idiju,àwọ̀,negative
younger,kékeré,kékeré,positive
pawn,pawn,ṣọfà,negative
abnormal,ajeji,Ohun àjèjì,negative
misinform,alaye ti ko tọ,àlàyé tí kò tọ́,negative
homesick,Àárò ilé,Àárò ilé,negative
detesting,irira,ń kórìíra,negative
pernicious,pernicious,apànìyàn,negative
glad,dun,Inudidun,positive
horrible,oburewa,òbùrẹwà,negative
princess,binrin,ọmọ ọba binrin,positive
inescapably,inescapably,àìlèyàgòfún,negative
loud,ga,ariwo,negative
conspiracies,awọn igbero,àwọn ìgbèrò,negative
clown,oniye,oniye,positive
apprehensions,awọn ibẹrubojo,àwọn ìbẹ̀rù bojo,negative
handsome,Arewa okunrin,Arewa okunrin,positive
hunger,ebi,ebi,negative
aunt,anti,anti,positive
exploitation,ilokulo,ìlòkulò,negative
humiliating,itiju,ìtìjú,negative
friendliness,ore,ore,positive
martyr,ajeriku,ajẹ́rìkú,negative
diverse,orisirisi,oríṣiríṣi,negative
labor,laala,laala,positive
disservice,aiṣedede,àìṣedéédé,negative
indignant,ibinu,ìbínú,negative
tribunal,ile -ẹjọ,ilé-ẹjọ́,negative
blurring,gaara,kò já gaara,negative
sermon,iwaasu,iwaasu,positive
compliance,ibamu,ibamu,positive
forgive,dariji,dariji,positive
invitation,ifiwepe,ifiwepe,positive
invulnerable,alailagbara,alailagbara,positive
thump,ìlù,ìró-ìṣubú,negative
refund,agbapada,gbapada,positive
heal,larada,mularada,positive
tremendously,lọpọlọpọ,lọpọlọpọ,positive
examplar,oluyẹwo,oluyẹwo,positive
straighten,gígùn,nà,positive
run-down,ko lagbara,kò lágbára,negative
petrified,petrified,ẹ̀rù,negative
wobbled,wobbled,gbọ̀n,negative
ineffectually,laiṣe,àìlérè,negative
horribly,oburewa,burújù,negative
presentment,igbejade,ìgbéjáde,positive
sincere,lododo,lododo,positive
bawdy,bawdy,ọ̀rọ̀-rírùn,negative
spoilled,ti bajẹ,ti bàjẹ́,negative
accolade,iyin,iyin,positive
misbehaving,aiṣedeede,àìṣedédé,negative
ricer,olorin,akórè ìrẹsì,negative
invalidate,sọ di asan,sọ di asán,negative
sentences,awọn gbolohun ọrọ,àwọn gbólóhùn,negative
obnoxiously,obnoxiously,amúnúbíni,negative
fun,fun,ire,positive
frayed,frayed,gbó,negative
dilly-dally,dilly-dally,fi jáfara,negative
fail,kuna,kùnà,negative
confusion,iporuru,ìdàrú,negative
nutritious,ounjẹ,ounjẹ,positive
calm,tunu,idakẹ,positive
gentleman,jeje,arakunrin,positive
dispersion,pipinka,ìtúká,negative
unconcerned,aibikita,áìbìkítà,negative
profoundly,jinle,jinle,positive
douchebag,douchebag,oní ìgbéraga,negative
drought,ogbele,ọ̀gbẹlẹ̀,negative
admire,ẹwà,fẹ,positive
critique,alariwisi,alariwisi,positive
commanding,pipaṣẹ,pipaṣẹ,positive
credence,igbẹkẹle,igbẹkẹle,positive
gross,nla,ńlá,negative
freely,larọwọto,larọwọto,positive
pitied,àánú,àánú,negative
doubts,iyemeji,iyèméjì,negative
disruption,idalọwọduro,ìdálọ́wọ́dúró,negative
mirthful,alarinrin,alarinrin,positive
mangled,mangled,ṣàtúnṣe,negative
debase,irẹwẹsi,ìrẹ̀wẹ̀sì,negative
danger,Ijamba,ewu,negative
untamed,aimọ,àìtùlójú,negative
intense,kikankikan,kíkankíkan,negative
revitalize,sọji,sọji,positive
staunch,alagidi,duroṣinṣin,positive
ornate,ọṣọ,ẹwa,positive
income,owo oya,owo oya,positive
mislike,mislike,ṣìfẹ́ràn,negative
humility,irele,irele,positive
manic,manic,ìṣiwèrè,negative
sentinel,onigbagbo,ologun ti nṣọ,positive
glib,glib,yọ̀,negative
weight,àdánù,iwuwo,positive
grinding,lilọ,lílọ̀,negative
luster,luster,dan,positive
animosity,ikorira,ìkórìíra,negative
navigable,kiri,se tukọ,positive
infamous,ailokiki,àìlókìkí,negative
dependable,gbẹkẹle,gbẹkẹle,positive
overplay,apọju,àṣejù,negative
enjoys,gbadun,gbadun,positive
downheartedly,pẹlu aibanujẹ,ìbànújẹ́,negative
dispassionate,alaigbọran,àìlẹ́jànú,negative
deaf,adití,adití,negative
helped,iranwo,ranlọwọ,positive
entrapment,idimu,pàkúté,negative
healthy,ni ilera,ni ilera,positive
excitable,yiyatọ,le ru-soke,positive
gaff,gaf,ẹ̀tàn,negative
accidentally,lairotẹlẹ,lálairotẹlẹ,negative
agree,gba,gba,positive
radioactive,ipanilara,ooru,negative
impart,funni,fi-fun,positive
liberate,igbala,tusile,positive
mightily,lagbara,lagbara,positive
hazy,hazy,òwusu,negative
legible,legible,hàn ni kika,positive
auspicious,rere,loju rere,positive
row,kana,ìtòlọ́wọ̀wọ́,negative
inapt,aipe,àìpé,negative
gregarious,alafẹfẹ,fifanimọra,positive
well-intentioned,daradara-intentioned,oninure,positive
inconsistence,aiṣedeede,àìṣedéédé,negative
asunder,asunder,yà,negative
weeping,ekun,ẹkùn,negative
music,orin,orin,positive
scenic,iwoye,ìwòye,positive
screamed,pariwo,pariwo,negative
speculation,akiyesi,àbá,negative
subservience,ifarabalẹ,ìfarabalẹ̀,negative
seamless,iran,ìran,positive
calamitous,ajalu,àjálù,negative
cumbersome,cumbersome,le,negative
falsified,eke,èké,negative
life-threatening,idẹruba aye,léwu,negative
dehumanizing,irẹwẹsi eniyan,ìrẹ̀wẹ̀sì ènìyàn,negative
scarce,ṣọwọn,ṣọ̀wọ́n,negative
elate,yọ,yọ,positive
hush,dakẹ,dakẹ,positive
candidate,oludije,oludije,positive
thorn,ẹgun,ẹ̀gún,negative
low-cost,owo pooku,owo pooku,positive
pretentiously,pretentiously,ìtànjẹ,negative
passe,passe,ìṣípòpadà,negative
excited,yiya,ru soke,positive
halfhearted,olokan -meji,àìnífarajìn,negative
thrift,ọlọrọ,ijere,positive
sluts,awọn ẹlẹgàn,àwọn ẹlẹ́gàn,negative
sickly,aisan,àìsàn,negative
tainted,alaimọ,dọ̀tí,negative
asinininity,asinininity,bíbẹ̀rẹ̀,negative
disposed,sọnu,sọnu,positive
tantalizing,tankalẹ,fanimọra,positive
brand-new,ẹya tuntun,ẹya tuntun,positive
ephemeris,ephemeris,gbàgede,positive
dolorous,dolorous,ìbànújẹ́,negative
disrupt,idalọwọduro,ìdálọ́wọ́dúró,negative
criminal,odaran,ọ̀daràn,negative
symmetrical,symmetrical,dogba,positive
apologising,aforiji,ìdáríjì,negative
anxious,aniyan,àníyàn,negative
killer,apaniyan,apànìyàn,negative
freedoms,awọn ominira,awọn ominira,positive
breeze,afẹfẹ,afẹfẹ,positive
reprisal,igbẹsan,ìgbẹ̀san,negative
alarmed,bẹru,bẹ̀rù,negative
porcupine,agbọn,asín,negative
divergent,iyatọ,ìyàtọ̀,negative
adulteration,agbere,àgbèrè,negative
illuminate,tan imọlẹ,tan imọlẹ,positive
pathetically,pathetically,ìkáàánú,negative
terrible,ẹru,ẹ̀rù,negative
picket,agbẹru,ìfẹ̀hónúhàn,negative
break,adehun,Yẹ àdéhùn,negative
rating,igbelewọn,ìgbéléwọ̀n,negative
frustrates,ibanuje,dà láàmú,negative
unimportant,ko ṣe pataki,àìṣepàtàkì,negative
entertainment,idanilaraya,idanilaraya,positive
loyalty,iṣootọ,iṣootọ,positive
concussion,idaamu,gìrì,negative
syndrome,ailera,àpapọ̀ onírúurú àmì àìsàn,negative
uproar,ariwo,ariwo,negative
neurotically,neurotically,àìfarabalẹ̀,negative
demonic,eṣu,àǹjọ̀ọ̀nú,negative
secures,ni aabo,ni aabo,positive
lackluster,alainiṣẹ,àìgbọ́n,negative
prattle,prattle,ìsọ̀rọ òmùgọ̀,negative
energy-efficient,agbara-daradara,ko je agbara,positive
treasonous,arekereke,ìdìtẹ̀,negative
disdainful,ẹlẹgan,ẹlẹ́gàn,negative
irretrievable,irretrievable,àìlègbàpadà,negative
agog,agog,kọja,positive
oversimplifies,oversimplifies,àpọ̀jù,negative
crystal,kirisita,kirisita,positive
refusal,kiko,kíkọ̀,negative
exhausted,rẹwẹsi,rẹ̀wẹ̀sì,negative
stringent,lile,lílé,negative
garbage,idoti,ìdọ̀tí,negative
disabled,alaabo,abirùn,negative
commits,dá,dá,positive
time-consuming,akoko ilo,gbàkókò,negative
blossom,tanná,tanná,positive
defrauding,jìbìtì,jìbìtì,negative
extremist,alatako,òbùrẹwà,negative
wounds,ọgbẹ,ọgbẹ́,negative
provoked,binu,bínú,negative
strident,strident,pariwo,negative
denying,kiko,kíkọ̀,negative
maliciously,irira,ìríra,negative
anarchy,rudurudu,rúdurùdu,negative
suspended,ti daduro,ti dá dúró,negative
extravagance,apọju,àpọ̀jú,negative
soil,ile,ilẹ̀,negative
dispiriting,dispiriting,ń sọ̀rètí nù,negative
cadaver,oku,òkú-èyàn,negative
catastrophes,ajalu,àwọn àjálù ńlá,negative
perturbed,idamu,ìdààmú,negative
fictitious,airotẹlẹ,airotẹlẹ,negative
captivate,ṣe ifamọra,ṣe ifamọra,positive
uproot,gbongbo,fàtu,negative
unparalleled,alailẹgbẹ,alailẹgbẹ,positive
wedge,gbe,ẹ̀kàn,negative
squirm,gbon,lọ́ bí ejò,negative
prevents,idilọwọ,ìdí lọ́wọ́,negative
bloodless,laini ẹjẹ,laini ẹjẹ,positive
marriage,igbeyawo,igbeyawo,positive
incense,turari,tùràrí,negative
saintliness,iwa mimo,iwa mimo,positive
exagerate,exagerate,sàsọdùn,negative
assist,ran,ranlọwọ,positive
fuck,fokii,fọ́kìì,negative
usury,èlé,èlé,negative
banned,gbesele,gbẹ́sẹ̀lẹ́,negative
sorrow,ibanuje,ìbànújẹ́,negative
vacancy,aaye,àyè,negative
detained,atimole,àtìmọ́lé,negative
flounder,ṣiṣan,ipò ìrújú,negative
problem-solver,iṣoro-iṣoro,oluyanju isoro,positive
skilled,ti oye,ti oye,positive
preposterously,preposterously,ṣàjèjì,negative
zapped,ti yan,gbá,negative
rapport,rapport,ibaṣepọ to dara,positive
unabashedly,lainidi,ainitiju,positive
anchor,oran,idakọro,positive
indistinct,aiṣedeede,láìyanjú,negative
enlighten,tan imọlẹ,tan imọlẹ,positive
indelible,aidibajẹ,laileparẹ,positive
sufferer,olufaragba,olùfaragbá,negative
benign,rere,ṣojurere,positive
survive,yọ ninu ewu,yọ ninu ewu,positive
lie,irọ,irọ́,negative
equality,isọgba,idọgba,positive
rival,orogun,orogún,negative
irking,irking,bínú,negative
amaze,iyalẹnu,yanilẹnu,positive
defeated,ṣẹgun,ṣẹgun,positive
pinch,fun pọ,yín léèkánná,negative
repent,ronupiwada,ronupiwada,positive
composure,ifokanbale,ifokanbale,positive
stale,gbó,gbó,negative
entanglement,idimu,ìlọ̀jú pọ̀,negative
phobia,phobia,ẹ̀rù,negative
irately,irẹlẹ,ìbínú,negative
overdo,apọju,ṣàṣejù,negative
ailment,ailera,àìlera,negative
responsible,lodidi,didalohun,positive
idealize,idealize,jẹ́tọgbọ́n,positive
dumb,odi,odi,negative
wily,wily,ọ̀mọ̀wé,negative
enchantingly,enchantingly,ifaiya,positive
haunted,Ebora,ẹbọra,negative
bombardment,bombu,Ṣe ìkọlù pẹ̀lú àdó olóró,negative
mirth,ayọ,ayọ,positive
brainwashing,fifọ ọpọlọ,kó igbó sí lórí,negative
miraculously,iyanu,iyanu,positive
destroying,ìparun,ìparun,negative
smuggler,alagbata,oní-fàyàwọ́,negative
cutter,ojuomi,olùgéǹkan,negative
extinguish,pa,pa,negative
derogation,itagbangba,ìtàbùkùn,negative
incite,ru,ru,negative
celebrity,gbajumọ,gbajumọ,positive
incest,ìbálòpọ̀,ìbálópọ̀-ẹbí,negative
attracts,attracts,fa,positive
commend,gbóríyìn,gbóríyìn,positive
dawdle,adura,fàkókò ṣòfò,negative
rapist,ifipabanilopo,ìfipábánilòpò,negative
epitome,apọju,ikekuro,positive
liable,lodidi,dáhùn fún,negative
disgustfully,ìríra,ìríra,negative
crude,robi,rọ̀bì,negative
pariah,pariah,ẹni àtanù,negative
obituary,obituary,ìtúfọ̀-òkú,negative
quote,agbasọ,àgbàsọ,negative
hubris,hubris,ìgbéraga,negative
hard-working,sise taratara,sise taratara,positive
timid,itiju,ẹ̀rù,negative
catastrophic,ajalu,àjálù,negative
ownership,nini,nini,positive
sponge,kanrinkan,kàìnkàìn,negative
pointlessly,lainidi,asán,negative
destitution,ipadanu,ṣàìní,negative
audacity,igboya,ìgboyà,negative
sludge,erupẹ,erùpẹ̀,negative
unrelentingly,alaigbọran,láìtẹ̀tì,negative
insane,were,wèrè,negative
miscalculation,iṣiro ti ko tọ,àṣìrò,negative
lobby,ibebe,ibèbè,negative
fellowship,idapo,idapo,positive
pay,san,san,positive
thrilled,yiya,yiya,positive
punch,Punch,agbára,negative
youthful,ọdọ,ọdọ,positive
decrepit,idinku,ìdínkù,negative
courageously,igboya,pelu igboya,positive
inveigle,inveigle,fi dánílójú,negative
errand,iṣẹ,iṣẹ,positive
green wash,alawọ ewe w,aláwọ̀ ewé,negative
focus,idojukọ,idojukọ,positive
fear,iberu,ìbẹ̀rù,negative
appreciates,mọrírì,mọrírì,positive
animus,animus,ìbániṣọ̀tá,negative
botch,botch,bàjẹ̀,negative
appreciable,mọrírì,mọrírì,positive
monopolized,monopolized,ànìkànjọgbọ́n,negative
inexpiable,airi,àìlèdáríjìn,negative
harass,wahala,tàbùkù,negative
asset,dukia,ohun ini,positive
dark,okunkun,ṣókùnkùn,negative
inviting,pípe,pípe,positive
perfidious,aladun,àìṣòótọ́,negative
